5.301176548492809815e+01 8.271695023158001277e+03
5.244616100254392421e+01 8.452274205023797549e+03
5.185424456680699024e+01 8.529610767165571815e+03
5.124958760628871346e+01 9.825162629910517353e+03
5.059147583527480663e+01 9.223560609313410168e+03
4.996159260731328544e+01 8.650725576317887317e+03
4.922345929033154022e+01 9.072868097378745006e+03
4.850326880211648017e+01 8.237493196985658869e+03
4.775019493197719811e+01 1.027971432135498435e+04
4.697409482277087278e+01 9.031955114120859434e+03
4.617168276021178031e+01 9.664591974918705091e+03
4.534295874429992068e+01 1.109251068376532203e+04
4.448792277503527970e+01 1.028865967574858951e+04
4.362567387818484832e+01 1.471301104956814743e+04
4.269891497644770340e+01 1.507964313510951797e+04
4.176494314712476097e+01 1.853235498875945996e+04
4.080465936444905140e+01 1.487352546431747396e+04
3.981806362842056046e+01 1.896839201431533365e+04
3.881172736761075015e+01 2.175861630872655951e+04
3.776593629630529136e+01 2.050246860868980730e+04
3.670040470021850609e+01 1.730990301478251786e+04
3.560856115077894657e+01 2.146720592490851413e+04
3.449719136227233207e+01 2.013792384816641425e+04
3.334593819184151187e+01 2.423542584296583300e+04
3.217515878234364379e+01 2.137724976165966291e+04
3.097806741949300502e+01 2.428401921369058255e+04
2.975466410328959554e+01 2.567969278674461020e+04
2.850494883373341537e+01 2.692121305237007618e+04
2.725853880276156005e+01 2.431741199614754441e+04
2.592658243456275002e+01 2.644334977451657323e+04
2.459793130494824709e+01 2.785883865159936977e+04
2.324296822198100188e+01 2.331667474636268526e+04
2.187140896569028570e+01 3.136551854528093827e+04
2.046767762455960593e+01 3.226216726606443626e+04
1.902020725296259940e+01 3.230593404619520152e+04
1.755999635658427493e+01 2.408025621600234444e+04
1.607347350685315490e+01 3.292744679824169725e+04
1.431249921125251134e+01 nan
1.277000974684732881e+01 nan
5.274541505889514070e+01 9.268739521370785951e+03
5.210538913394294269e+01 9.526253721351520653e+03
5.143905125563797753e+01 8.593401707840817835e+03
5.074640142398024523e+01 9.165406572404279359e+03
5.004408249611259407e+01 1.018382421263995639e+04
4.932313496844018630e+01 9.084524384005619140e+03
4.851058020889040989e+01 1.076865200393036139e+04
4.771268256382159478e+01 1.004980643607712409e+04
4.689854439397144148e+01 9.506787530565106863e+03
4.603966464269964831e+01 9.656350956902944745e+03
4.516111790849853946e+01 1.034322771636338985e+04
4.425797245001863445e+01 1.088103665218939568e+04
4.332851503818596939e+01 1.308084929576893410e+04
4.237529518588402766e+01 1.481984853545557417e+04
4.139066435446233072e+01 1.583537977605484593e+04
4.038227108257136422e+01 1.803085072832551668e+04
3.934756585732761636e+01 1.638060298409303141e+04
3.828729108996108721e+01 1.856856087149533414e+04
3.719921954678182630e+01 1.890264587304932502e+04
3.612289903942907898e+01 2.071810354129299594e+04
3.494562542282495343e+01 1.852903055678363307e+04
3.377936043081735562e+01 2.164149785403287024e+04
3.258678348545699777e+01 2.013974565165283275e+04
3.138103744388672922e+01 2.087187556753398530e+04
3.012269373467797351e+01 1.929103703585829862e+04
2.885118092925930355e+01 2.419101987940967228e+04
2.755335617048786290e+01 2.285373648604902337e+04
2.622921945836365154e+01 2.835306779597450077e+04
2.488738798482376069e+01 2.472283557113596908e+04
2.350201017405692028e+01 2.687582642395254879e+04
2.209893760187439327e+01 2.751657963071412814e+04
2.066955307633912042e+01 2.553192400335991988e+04
1.921735659745104385e+01 3.061361871945396706e+04
1.773184816521023066e+01 2.908721134186873314e+04
1.653177480239142128e+01 2.935793536117614713e+04
1.450793815899977446e+01 nan
1.290832875103187227e+01 nan
5.247906463286219036e+01 9.296430295627513260e+03
5.176461726534196828e+01 1.063175462841970875e+04
5.103411031504452211e+01 1.064171623505069874e+04
5.025678667024320134e+01 1.003407467482542052e+04
4.946340344266466360e+01 1.033033750512643383e+04
4.868467732956708716e+01 1.265089099207221443e+04
4.779770112744927957e+01 1.147039046272611267e+04
4.692538203981243328e+01 1.068908661019317515e+04
4.602675099882281984e+01 1.192543061430314629e+04
4.517137890473171069e+01 1.174546736528845577e+04
4.415055305678528441e+01 1.196736901834874152e+04
4.317298615573735532e+01 1.170654095511437117e+04
4.216910730133665908e+01 1.161165324084425083e+04
4.114972980506445310e+01 1.831776537599063886e+04
4.008241373247695805e+01 1.642094047797043459e+04
3.899959901801796036e+01 1.679858543109238235e+04
3.789047235020618132e+01 1.941658153558856429e+04
3.676223283721588331e+01 1.827118592515731143e+04
3.559328315452433600e+01 1.822640714191921870e+04
3.440522062665424841e+01 1.864699876499986567e+04
3.319084614543140788e+01 2.209576664183739194e+04
3.195015971085577533e+01 2.114869513253278274e+04
3.068316132292738274e+01 2.066173908347502220e+04
2.938985098164622300e+01 2.175062133346968039e+04
2.807022868701229257e+01 2.422340715586851729e+04
2.672429443902559498e+01 2.446128789641681578e+04
2.535204823768612314e+01 2.340015287421407629e+04
2.395349008299388416e+01 2.400345417402387102e+04
2.253842578739448754e+01 2.700405831070696877e+04
2.107743791355110119e+01 2.722267701858856162e+04
1.959994389880053589e+01 2.609608981777405643e+04
1.809613793069723187e+01 3.215907435012983478e+04
1.652503632909810349e+01 3.011684960763840354e+04
1.493120140514153604e+01 nan
1.325791177917548502e+01 nan
1.143556834100309594e+01 nan
5.221271420682924003e+01 1.166719815560552706e+04
5.142384539674098676e+01 1.066500232775767654e+04
5.060866463329995923e+01 1.336015545585466862e+04
4.976717191650615746e+01 1.288932483660914295e+04
4.889936724635959564e+01 1.187617850495277889e+04
4.804621969069398801e+01 1.204153085075177478e+04
4.708746490315100175e+01 1.243511070102575468e+04
4.613808151580327177e+01 1.366584931080303795e+04
4.516502903224562715e+01 1.313725715686188050e+04
4.416566459533521538e+01 1.429912885686613845e+04
4.313998820507202225e+01 1.585622608608387236e+04
4.208799986145606908e+01 1.397108424901651961e+04
4.100969956448734877e+01 1.259814330036878891e+04
3.990508731416585420e+01 1.693522715079794216e+04
3.877416311049159248e+01 1.908953007672293097e+04
3.761692695346454940e+01 1.824583891268332081e+04
3.643337884308475338e+01 1.990070075860312500e+04
3.522616163649503562e+01 2.318278979911205533e+04
3.398734676226683860e+01 2.142311762143529995e+04
3.272486279182872693e+01 2.001760036255060550e+04
3.143606686803783745e+01 2.134372007789410418e+04
3.012360184803704399e+01 2.184835726967474329e+04
2.877953916039776772e+01 2.320146586423569897e+04
2.741180737654858390e+01 2.214814792373358068e+04
2.601776363934662228e+01 2.232522942674695514e+04
2.459740794879188996e+01 2.577532870051488135e+04
2.315074030488438694e+01 2.761227650142974744e+04
2.167776070762411678e+01 2.738369881434695708e+04
2.019246915701107881e+01 2.710354257487921132e+04
1.865286565304527144e+01 3.019696996608690097e+04
1.710095019572668207e+01 2.967546075782342086e+04
1.552272278505534508e+01 1.962518978878866255e+04
1.365722804561422876e+01 nan
1.186136819763344796e+01 nan
5.194636378079629679e+01 1.376979098556129429e+04
5.108307352814000524e+01 1.272445102766224954e+04
5.019347132213094653e+01 1.289584640960758770e+04
4.929184287705483314e+01 1.257343238925734113e+04
4.833533105005452768e+01 1.458958985247066812e+04
4.740776205182088887e+01 1.259187483255955885e+04
4.637194296456701892e+01 1.548492749652704515e+04
4.536020956322268916e+01 1.172230054433197984e+04
4.430330706566843446e+01 1.555901314435596214e+04
4.322952118618998441e+01 1.478703970689365087e+04
4.212942335335877431e+01 1.612985914434750521e+04
4.100301356717478996e+01 1.667860478537143354e+04
3.985029182763803135e+01 1.618226363713882893e+04
3.868685716051548695e+01 1.724474490510173564e+04
3.747076963136335337e+01 1.718012149513639451e+04
3.623425488891115975e+01 2.114767991203166821e+04
3.497628533596331124e+01 1.604134245387391638e+04
3.369200382966270979e+01 2.145658986986064701e+04
3.241562465572363294e+01 1.972414615003120343e+04
3.104450495700320189e+01 2.264185270147956180e+04
2.968128759064428834e+01 1.993032643668746459e+04
2.829175827093260764e+01 2.489518174388803163e+04
2.688534556929672803e+01 2.165946037203944434e+04
